http://xmlns.com/foaf/0.1/accountProfilePage	P46
http://www.gnowsis.org/ont/kissology#kissed	P47
http://bio2rdf.org/ns/omim#TEXT	P48
http://xmlns.com/foaf/0.1/name	P21
http://sweet.jpl.nasa.gov/ontology/units.owl#productOf	P49
http://www.aktors.org/ontology/portal#has-pretty-name	P50
http://www.w3.org/2004/02/skos/core#note	P51
http://www.hatena.ne.jp/info/xmlns#imageurl	P52
http://bio2rdf.org/ns/bio2rdf#subType	P53
http://www.hackingcongress.org/ns/Politics#FullName	P54
http://bio2rdf.org/ns/uniprot#measuredAffinity	P55
http://www.aktors.org/ontology/support#has-time-interval	P56
http://bio2rdf.org/ns/hgnc#approvedSymbol	P57
http://courseware.rkbexplorer.com/ontologies/courseware#submitted-by	P58
http://data.linkedmdb.org/resource/movie/director_name	P59
http://bioinfo.icapture.ubc.ca/labpredicates#CIHR_Student	P60
http://www.daml.org/services/owl-s/1.0/Grounding.owl#operation	P61
http://cain.nbii.org/schemas/cwhr.owl#hasHabitatRelationship	P62
http://coronet.iicm.edu/mmis2/examples/rdf#title	P63
http://colab.cim3.net/file/work/SICoP/ontac/COSMO/COSMO.owl#isDesignedToContain	P64
http://usefulinc.com/rss/manifest/channels	P65
http://bio2rdf.org/ns/sciencecommons#has-as-minor-mesh	P66
http://img.cs.man.ac.uk/oil/oiled#creationDate	P67
http://bio2rdf.org/bio2rdf#xArticle	P68
http://wymiwyg.org/ontologies/rss/attach#attachments	P69
http://artstor16/rdf/06oct#relationType	P70
http://artstor16/rdf/06oct#current_accession	P71
http://calo.sri.com/core-plus-office#ptimeUINameIs	P72
http://data.linkedct.org/resource/linkedct/arm_group_id	P73
http://purl.org/dc/elements/1.1/description	P3
http://colab.cim3.net/file/work/SICoP/ontac/COSMO/COSMO.owl#hasChemicalFormula	P74
http://bio2rdf.org/omim#Disease	P75
http://data.linkedmdb.org/resource/movie/linkid	P76
http://www.w3.org/2002/07/owl#priorVersion	P77
http://coronet.iicm.edu/bibtex#address	P78
http://opencyc.sourceforge.net/daml/cyc.daml#duration	P79
http://dataportal.ucar.edu/schemas/esg.owl#hasTracerSpatialFilter	P80
http://purl.org/nbirn/birnlex/ontology/annotation/OBO_annotation_properties.owl#externallySourcedDefinition	P81
http://dataportal.ucar.edu/schemas/esg.owl#hasVerticalStaggering	P82
http://bio2rdf.org/bio2rdf#subType	P83
